pl_name,st_teff,st_rad,st_mass
Kepler-198 d,5725,0.85,0.96
Kepler-426 b,5725,0.92,0.91
Kepler-426 b,5725,0.92,0.91
Kepler-513 b,5725,1.09,0.92
Kepler-710 b,5725,0.85,0.95
NGC 2682 YBP 1514 b,5725,0.89,0.96
PH2 b,5725,0.91,0.97
Kepler-526 b,5724.56,1.52,1.02
Kepler-526 b,5724.56,1.52,1.02
Kepler-1619 b,5724.26,1.48,1.02
Kepler-1099 b,5724,0.89,1.02
Kepler-1099 b,5724,0.89,1.02
Kepler-1102 b,5724,0.94,0.96
Kepler-1546 b,5724,0.88,1.02
Kepler-1546 b,5724,0.88,1.02
Kepler-315 b,5724,0.86,0.82
Kepler-315 b,5724,0.86,0.82
Kepler-315 b,5724,0.86,0.82
Kepler-315 c,5724,0.86,0.82
Kepler-315 c,5724,0.86,0.82
Kepler-315 c,5724,0.86,0.82
Kepler-926 b,5724,0.85,0.96
Kepler-1055 b,5723,0.94,0.98
Kepler-1202 b,5723,0.85,0.95
Kepler-1644 b,5723,0.82,0.86
Kepler-474 b,5723,1.3,0.96
Kepler-537 b,5723,0.99,1.03
Kepler-587 b,5723,0.85,0.96
Kepler-613 b,5723,0.96,0.98
Kepler-677 b,5723,0.99,1
Kepler-87 b,5723,0.85,0.96
Kepler-87 c,5723,0.85,0.96
Kepler-961 b,5723,1.09,0.91
K2-185 b,5722,0.91,0.98
K2-44 b,5722,1.56,1.05
Kepler-1069 b,5722,0.98,0.99
Kepler-1202 b,5722,0.83,0.92
Kepler-1202 b,5722,0.83,0.92
Kepler-1202 b,5722,0.83,0.92
Kepler-1447 b,5722,0.95,0.97
Kepler-1644 b,5722,0.82,0.86
Kepler-1644 b,5722,0.82,0.86
Kepler-1312 b,5721,0.91,0.98
Kepler-1406 b,5721,1.13,0.94
Kepler-175 b,5721,1.27,1.02
Kepler-175 b,5721,1.27,1.02
Kepler-175 c,5721,1.27,1.02
Kepler-175 c,5721,1.27,1.02
Kepler-628 b,5721,1.28,1
Kepler-63 b,5721,0.99,1.07
Kepler-772 b,5721,1.21,0.93
Kepler-772 b,5721,1.21,0.93
Kepler-772 b,5721,1.21,0.93
KELT-14 b,5720,1.52,1.24
Kepler-1052 b,5720,0.96,1.02
Kepler-1052 b,5720,0.96,1.02
Kepler-1196 b,5720,0.96,1.02
Kepler-1196 b,5720,0.96,1.02
Kepler-1286 b,5720,1.18,1.02
Kepler-1286 b,5720,1.18,1.02
Kepler-1322 b,5720,0.85,0.96
Kepler-406 b,5720,0.97,1.03
Kepler-406 c,5720,0.97,1.03
Kepler-426 b,5720,0.9,0.88
Kepler-454 b,5720,1.08,1.07
Kepler-95 b,5720,1.4,1.05
TrES-3 b,5720,0.8,0.9
Kepler-474 b,5719.81,1.65,1.02
Kepler-1113 b,5719,0.97,0.91
Kepler-1311 b,5719,1.75,1.02
Kepler-1311 c,5719,1.75,1.02
Kepler-1312 b,5719,0.92,0.99
Kepler-526 b,5719,1.21,1.13
Kepler-1327 b,5718.08,1.06,1.02
Kepler-1327 b,5718.08,1.06,1.02
Kepler-467 b,5718.05,1.48,1.02
Kepler-467 b,5718.05,1.48,1.02
K2-61 b,5718,1,1.02
Kepler-1005 b,5718,1.1,0.92
Kepler-1005 b,5718,1.1,0.92
Kepler-1005 b,5718,1.1,0.92
Kepler-1368 b,5718,0.91,1.05
Kepler-1425 b,5718,0.95,0.97
Kepler-1561 b,5718,0.86,0.96
Kepler-1571 b,5718,1.48,0.94
Kepler-1571 b,5718,1.48,0.94
Kepler-1571 b,5718,1.48,0.94
Kepler-1571 b,5718,1.48,0.94
Kepler-467 b,5718,1.32,0.96
Kepler-657 b,5718,1.4,1.02
Kepler-657 b,5718,1.4,1.02
Kepler-780 b,5718,1.04,0.97
Kepler-945 b,5718,0.97,0.97
Kepler-981 b,5718,0.96,0.98
HD 4208 b,5717,0.85,0.88
K2-24 b,5717,1.51,1.2
K2-24 c,5717,1.51,1.2
Kepler-1250 b,5717,0.98,0.99
Kepler-1325 b,5717,0.88,0.98
Kepler-1325 b,5717,0.88,0.98
Kepler-1325 b,5717,0.88,0.98
Kepler-1336 b,5717,0.86,0.96
Kepler-1336 b,5717,0.86,0.96
Kepler-1336 b,5717,0.86,0.96
Kepler-1336 c,5717,0.86,0.96
Kepler-1336 c,5717,0.86,0.96
Kepler-1336 c,5717,0.86,0.96
Kepler-1561 b,5717,0.86,0.96
Kepler-1561 b,5717,0.86,0.96
Kepler-1561 b,5717,0.86,0.96
Kepler-1690 b,5717,0.98,0.91
Kepler-281 b,5717,0.88,0.98
Kepler-281 b,5717,0.88,0.98
Kepler-281 b,5717,0.88,0.98
Kepler-281 b,5717,0.88,0.98
Kepler-281 c,5717,0.88,0.98
Kepler-281 c,5717,0.88,0.98
Kepler-281 c,5717,0.88,0.98
Kepler-281 c,5717,0.88,0.98
Kepler-301 b,5717,0.96,0.98
Kepler-301 c,5717,0.96,0.98
Kepler-301 d,5717,0.96,0.98
Kepler-685 b,5717,1.06,1.01
Kepler-685 b,5717,1.06,1.01
Kepler-685 b,5717,1.06,1.01
HD 66428 b,5716,1.13,1
K2-221 b,5716,0.95,1.01
Kepler-29 b,5716,0.87,0.97
Kepler-29 b,5716,0.87,0.97
Kepler-29 b,5716,0.87,0.97
Kepler-29 c,5716,0.87,0.97
Kepler-29 c,5716,0.87,0.97
Kepler-29 c,5716,0.87,0.97
Kepler-474 b,5716,1.34,0.91
Kepler-474 b,5716,1.34,0.91
Kepler-474 b,5716,1.34,0.91
Kepler-526 b,5716,1.26,1.13
Kepler-526 b,5716,1.26,1.13
Kepler-526 b,5716,1.26,1.13
HATS-25 b,5715,1.11,0.99
K2-7 b,5715,2.13,1.05
Kepler-1287 b,5715,0.94,0.96
Kepler-688 b,5715,0.96,0.98
Kepler-884 b,5715,0.94,1
Kepler-1686 b,5714.96,1.2,1.02
Kepler-232 b,5714,1.01,1.01
Kepler-232 c,5714,1.01,1.01
Kepler-293 b,5714,0.85,0.95
Kepler-293 c,5714,0.85,0.95
Kepler-772 b,5714,1.11,0.98
Kepler-95 b,5714,1.09,1.07
Kepler-996 b,5714,1.21,1
K2-195 b,5713,0.99,0.94
Kepler-1116 b,5713,0.85,0.95
Kepler-1357 b,5713,0.89,1.01
Kepler-1629 b,5713,0.89,1.01
Kepler-610 b,5713,0.89,1.01
Kepler-610 b,5713,0.89,1.01
Kepler-610 b,5713,0.89,1.01
Kepler-610 b,5713,0.89,1.01
Kepler-610 c,5713,0.89,1.01
Kepler-610 c,5713,0.89,1.01
Kepler-610 c,5713,0.89,1.01
Kepler-610 c,5713,0.89,1.01
Kepler-641 b,5713,1.13,1.02
K2-140 b,5712,1.02,1.02
K2-195 b,5712,0.91,0.96
K2-195 c,5712,0.91,0.96
Kepler-1177 b,5712,0.97,0.98
Kepler-1183 b,5712,0.87,0.94
Kepler-1183 b,5712,0.87,0.94
Kepler-1183 b,5712,0.87,0.94
Kepler-1183 b,5712,0.87,0.94
Kepler-1696 b,5712,1.2,1.02
Kepler-1696 b,5712,1.2,1.02
Kepler-213 b,5712,1.12,1.02
Kepler-104 b,5711,0.93,0.81
Kepler-104 c,5711,0.93,0.81
Kepler-104 d,5711,0.93,0.81
Kepler-160 b,5711,0.95,0.97
Kepler-160 c,5711,0.95,0.97
Kepler-363 b,5711,1.39,1.17
Kepler-363 c,5711,1.39,1.17
Kepler-363 d,5711,1.39,1.17
Kepler-669 b,5711,1.54,1.02
Kepler-669 b,5711,1.54,1.02
HD 207832 b,5710,0.9,0.94
HD 207832 c,5710,0.9,0.94
Kepler-1043 b,5710,0.94,1.02
Kepler-1043 b,5710,0.94,1.02
Kepler-1144 b,5710,0.91,1.05
Kepler-1416 b,5710,1.17,0.91
Kepler-1416 b,5710,1.17,0.91
Kepler-1416 b,5710,1.17,0.91
Kepler-1488 b,5710,1.52,1
Kepler-1574 b,5710,1.22,1.02
Kepler-1638 b,5710,0.95,0.97
Kepler-575 b,5710,0.95,0.97
TOI-954 b,5710,1.89,1.2
Kepler-1035 b,5709,0.82,0.73
Kepler-1035 b,5709,0.82,0.73
Kepler-1035 b,5709,0.82,0.73
Kepler-1149 b,5709,0.95,1.01
Kepler-199 b,5709,0.88,0.96
Kepler-199 c,5709,0.88,0.96
Kepler-611 b,5709,1.59,1.02
Kepler-611 b,5709,1.59,1.02
Kepler-670 b,5709,0.99,0.99
KOI-3680 b,5708.11,1.11,1.02
Kepler-10 b,5708,1.06,0.91
Kepler-10 b,5708,1.06,0.91
Kepler-10 b,5708,1.07,0.91
Kepler-10 c,5708,1.06,0.91
Kepler-10 c,5708,1.06,0.91
Kepler-1078 b,5708,0.85,0.95
Kepler-1380 b,5708,0.89,0.97
Kepler-1380 b,5708,0.89,0.97
Kepler-1380 b,5708,0.89,0.97
Kepler-1380 b,5708,0.89,0.97
Kepler-1523 b,5708,0.96,0.97
Kepler-318 b,5708,0.94,1.02
Kepler-318 c,5708,0.94,1.02
Kepler-319 b,5708,1.49,0.96
Kepler-319 c,5708,1.49,0.96
Kepler-319 d,5708,1.49,0.96
Kepler-416 b,5708,1.12,1.08
Kepler-416 c,5708,1.12,1.08
Kepler-1056 b,5707,1.03,0.9
Kepler-58 b,5707,1.02,1.02
Kepler-58 b,5707,1.02,1.02
Kepler-58 c,5707,1.02,1.02
Kepler-58 c,5707,1.02,1.02
Kepler-58 d,5707,1.02,1.02
Kepler-58 d,5707,1.02,1.02
Kepler-829 b,5707,0.84,0.95
Kepler-10 b,5706,1.09,1.02
Kepler-10 b,5706,1.09,1.02
Kepler-10 b,5706,1.09,1.02
Kepler-10 b,5706,1.09,1.02
Kepler-10 b,5706,1.09,1.02
Kepler-10 c,5706,1.09,1.02
Kepler-10 c,5706,1.09,1.02
Kepler-10 c,5706,1.09,1.02
Kepler-10 c,5706,1.09,1.02
Kepler-10 c,5706,1.09,1.02
Kepler-1312 b,5706,0.84,0.95
Kepler-1386 b,5706,0.9,0.93
Kepler-1522 b,5706,0.93,0.96
Kepler-1548 b,5706,0.97,0.99
Kepler-1596 b,5706,0.92,0.95
Kepler-481 b,5706,1.18,0.98
Kepler-640 b,5706,1.02,1.07
Kepler-761 b,5706,0.93,0.95
Kepler-129 b,5705.33,1.75,1.02
Kepler-129 b,5705.33,1.75,1.02
Kepler-129 b,5705.33,1.75,1.02
Kepler-129 c,5705.33,1.75,1.02
Kepler-129 c,5705.33,1.75,1.02
Kepler-129 c,5705.33,1.75,1.02
K2-140 b,5705,0.99,1
KOI-3680 b,5705,1.02,0.94
Kepler-10 b,5705,1.06,0.92
Kepler-10 c,5705,1.06,0.92
Kepler-1211 b,5705,0.94,0.96
Kepler-1525 b,5705,1.03,1.07
Kepler-163 b,5705,0.96,0.98
Kepler-163 c,5705,0.96,0.98
Kepler-308 b,5705,0.9,1.02
Kepler-308 c,5705,0.9,1.02
Kepler-308 c,5705,0.9,1.02
Kepler-481 b,5705,1.14,0.94
Kepler-586 b,5705,0.98,1.09
Kepler-586 b,5705,0.98,1.09
Kepler-586 b,5705,0.98,1.09
Kepler-77 b,5705,0.98,1.09
Kepler-77 b,5705,0.98,1.09
Kepler-77 b,5705,0.98,1.09
Kepler-832 b,5705,1.11,1.02
Kepler-832 b,5705,1.11,1.02
K2-215 b,5704,0.97,1
Kepler-1322 b,5704,0.8,0.9
Kepler-188 b,5704,1.07,1.02
Kepler-188 c,5704,1.07,1.02
Kepler-188 c,5704,1.07,1.02
BD+20 594 b,5703,0.96,0.96
KELT-8 b,5703,1.39,1.02
Kepler-537 b,5703,0.97,1.09
Kepler-586 b,5703,0.97,1.09
Kepler-683 b,5703,0.95,0.96
Kepler-686 b,5703,1.16,1.02
Kepler-686 b,5703,1.16,1.02
WASP-25 b,5703,0.92,1
HATS-54 b,5702,1.32,1.1
Kepler-1287 b,5702,0.92,1.02
Kepler-370 b,5702,0.96,0.98
Kepler-370 c,5702,0.96,0.98
Kepler-986 b,5702,0.85,0.95
WASP-147 b,5702,1.43,1.04
HD 222155 b,5701,1.85,1.21
Kepler-1305 b,5701,0.96,0.97
Kepler-1575 b,5701,0.98,1.02
Kepler-29 b,5701,0.93,0.98
Kepler-29 c,5701,0.93,0.98
Kepler-454 b,5701,1.07,1.03
Kepler-454 b,5701,1.05,0.85
Kepler-454 c,5701,1.07,1.03
CoRoT-31 b,5700,2.15,1.25
HATS-32 b,5700,1.1,1.1
HD 81040 b,5700,0.86,0.96
Kepler-1047 b,5700,1.18,1.07
Kepler-1047 c,5700,1.18,1.07
Kepler-487 b,5700,0.87,0.9
Kepler-487 b,5700,0.87,0.9
Kepler-487 b,5700,0.87,0.9
Kepler-487 c,5700,0.87,0.9
Kepler-487 c,5700,0.87,0.9
Kepler-487 c,5700,0.87,0.9
Kepler-69 b,5700,0.99,0.91
Kepler-69 c,5700,0.99,0.91
Kepler-694 b,5700,0.95,0.97
Kepler-82 b,5700,0.9,0.92
Kepler-82 c,5700,0.9,0.92
Kepler-82 d,5700,0.9,0.92
Kepler-82 e,5700,0.9,0.92
WASP-133 b,5700,1.44,1.16
WASP-16 b,5700,0.95,1.02
WASP-16 b,5700,0.95,1.02
WASP-16 b,5700,1.14,1.78
WASP-34 b,5700,0.93,1.01
WASP-34 b,5700,0.91,0.96
WASP-34 b,5700,0.93,1.01
WASP-5 b,5700,1.03,0.96
WASP-5 b,5700,1.08,1
WASP-5 b,5700,1.08,1.02
WASP-5 b,5700,1.06,1
WASP-70 A b,5700,1.22,1.11
Kepler-1077 b,5699.38,1.03,1.02
Kepler-1077 b,5699.38,1.03,1.02
Kepler-1629 b,5699,0.88,1.01
Kepler-184 b,5699,0.96,0.97
Kepler-184 c,5699,0.96,0.97
Kepler-184 d,5699,0.96,0.97
Kepler-282 b,5699,0.89,0.9
Kepler-282 c,5699,0.89,0.9
Kepler-282 d,5699,0.89,0.9
Kepler-282 e,5699,0.89,0.9
Kepler-95 b,5699,1.41,1.08
Kepler-95 b,5699,1.42,1.08
Kepler-95 b,5699,1.42,1.08
Kepler-95 b,5699,1.42,1.08
Kepler-199 b,5698.3,0.92,1.01
Kepler-199 c,5698.3,0.92,1.01
Kepler-199 c,5698.3,0.92,1.01
K2-13 b,5698,0.78,0.8
Kepler-1440 b,5698,0.96,0.98
Kepler-22 b,5698,0.94,0.9
Kepler-829 b,5698,0.97,0.98
Kepler-215 b,5697.97,0.9,1.01
Kepler-215 b,5697.97,0.9,1.01
Kepler-215 c,5697.97,0.9,1.01
Kepler-215 c,5697.97,0.9,1.01
Kepler-215 d,5697.97,0.9,1.01
Kepler-215 d,5697.97,0.9,1.01
Kepler-215 e,5697.97,0.9,1.01
Kepler-215 e,5697.97,0.9,1.01
Kepler-1588 b,5697.81,1.48,1.01
Kepler-1390 b,5697,0.84,0.95
Kepler-1393 b,5697,0.92,0.95
Kepler-406 b,5697,0.97,1.06
Kepler-406 b,5697,0.97,1.06
Kepler-406 b,5697,0.97,1.06
Kepler-406 c,5697,0.97,1.06
Kepler-406 c,5697,0.97,1.06
Kepler-406 c,5697,0.97,1.06
Kepler-530 b,5697,0.89,0.97
Kepler-947 b,5697,0.84,0.95
CoRoT-2 b,5696,0.91,1.02
Kepler-1385 b,5696,1.33,1.14
Kepler-1656 b,5696,1.05,1.01
Kepler-487 b,5696,0.88,0.93
Kepler-487 c,5696,0.88,0.93
Kepler-542 b,5696,1,0.95
Kepler-542 b,5696,1,0.95
Kepler-542 b,5696,1,0.95
K2-231 b,5695,0.95,1.01
K2-287 b,5695,1.07,1.06
Kepler-1144 b,5695,1.1,1.01
Kepler-1144 b,5695,1.1,1.01
Kepler-848 b,5695,1.2,1.01
Kepler-85 b,5695,0.87,0.97
Kepler-85 b,5695,0.87,0.97
Kepler-85 b,5695,0.87,0.97
Kepler-85 c,5695,0.87,0.97
Kepler-85 c,5695,0.87,0.97
Kepler-85 c,5695,0.87,0.97
Kepler-85 d,5695,0.87,0.97
Kepler-85 d,5695,0.87,0.97
Kepler-85 e,5695,0.87,0.97
Kepler-85 e,5695,0.87,0.97
Kepler-85 e,5695,0.87,0.97
Kepler-337 b,5694.42,1.79,1.01
Kepler-337 b,5694.42,1.79,1.01
Kepler-337 c,5694.42,1.79,1.01
Kepler-337 c,5694.42,1.79,1.01
Kepler-1040 b,5694,0.96,0.98
Kepler-1336 b,5694,0.84,0.95
Kepler-1336 c,5694,0.84,0.95
Kepler-546 b,5694,1.4,1.01
Kepler-546 b,5694,1.4,1.01
Kepler-767 b,5694,0.94,0.96
Kepler-1216 b,5693,1.12,1.01
Kepler-1322 b,5693,0.8,0.88
Kepler-1322 b,5693,0.8,0.88
Kepler-1322 b,5693,0.8,0.88
Kepler-1693 b,5693,0.86,0.95
Kepler-1693 b,5693,0.86,0.95
Kepler-1693 b,5693,0.86,0.95
Kepler-612 b,5693,0.96,0.98
Kepler-829 b,5693,0.8,0.88
Kepler-829 b,5693,0.8,0.88
Kepler-829 b,5693,0.8,0.88
Kepler-926 b,5693,0.8,0.88
Kepler-926 b,5693,0.8,0.88
Kepler-926 b,5693,0.8,0.88
Kepler-987 b,5693,0.87,1.01
Kepler-987 b,5693,0.87,1.01
Kepler-87 b,5692.09,1.5,1.01
Kepler-87 b,5692.09,1.5,1.01
Kepler-1141 b,5692,0.91,0.9
Kepler-1142 b,5692,0.8,0.82
Kepler-1142 b,5692,0.8,0.82
Kepler-1142 b,5692,0.8,0.82
Kepler-1416 b,5692,1.16,0.9
Kepler-1561 b,5692,1,1.01
Kepler-321 b,5692,0.91,0.9
Kepler-321 c,5692,0.91,0.9
Kepler-481 b,5692,1.26,0.93
Kepler-481 b,5692,1.26,0.93
Kepler-481 b,5692,1.26,0.93
Kepler-700 b,5692,0.96,0.98
Kepler-708 b,5692,0.96,0.97
Kepler-96 b,5692,1.02,0.99
Kepler-484 b,5691,0.89,1
Kepler-484 b,5691,0.89,1
Kepler-484 b,5691,0.89,1
Kepler-944 b,5691,0.84,0.95
HD 6434 b,5690,1.14,0.89
Kepler-1250 b,5690,1.53,1.01
Kepler-517 b,5690,0.98,0.95
Kepler-569 b,5690,0.91,1.01
Kepler-569 b,5690,0.91,1.01
Kepler-6 b,5690,1.29,1.05
Kepler-96 b,5690,1.02,1
NGTS-12 b,5690,1.59,1.02
Kepler-1040 b,5689.91,0.98,1.01
Kepler-1040 b,5689.91,0.98,1.01
Kepler-1289 b,5689,1.54,1.01
Kepler-823 b,5689,1.31,1
Kepler-945 b,5689,1.06,1.01
Kepler-945 b,5689,1.06,1.01
Kepler-953 b,5689,1.04,1.09
HATS-60 b,5688,1.46,1.1
HD 72892 b,5688,1.22,1.02
Kepler-1060 b,5688,1.12,1.01
Kepler-1060 b,5688,1.12,1.01
Kepler-1118 b,5688,0.97,0.96
Kepler-1183 b,5688,0.87,0.93
Kepler-1240 b,5688,1.11,0.97
Kepler-154 b,5688,0.97,0.9
Kepler-154 c,5688,0.97,0.9
Kepler-154 d,5688,0.97,0.9
Kepler-154 e,5688,0.97,0.9
Kepler-154 f,5688,0.97,0.9
Kepler-384 b,5688,1.01,0.97
Kepler-384 c,5688,1.01,0.97
Kepler-953 b,5688,1,1.09
Kepler-953 b,5688,1,1.09
Kepler-953 b,5688,1,1.09
Kepler-953 c,5688,1,1.09
Kepler-953 c,5688,1,1.09
Kepler-953 c,5688,1,1.09
Kepler-131 b,5687,1.03,1.02
Kepler-131 c,5687,1.03,1.02
Kepler-752 b,5687,0.86,0.93
Kepler-752 b,5687,0.86,0.93
Kepler-752 b,5687,0.86,0.93
Kepler-752 b,5687,0.86,0.93
HD 4308 b,5686,1.02,0.93
Kepler-1505 b,5686,0.86,0.93
Kepler-653 b,5686,1.08,1.1
Kepler-653 c,5686,1.08,1.1
Kepler-767 b,5686,1.78,1.01
Kepler-809 b,5686,1.03,1.01
Kepler-530 b,5685.71,0.88,1.01
Kepler-530 b,5685.71,0.88,1.01
Kepler-1147 b,5685.03,1.35,1.01
Kepler-1147 b,5685.03,1.35,1.01
Kepler-11 b,5685,1.06,0.98
Kepler-11 c,5685,1.06,0.98
Kepler-11 d,5685,1.06,0.98
Kepler-11 e,5685,1.06,0.98
Kepler-11 f,5685,1.06,0.98
Kepler-11 g,5685,1.06,0.98
Kepler-1142 b,5685,0.96,0.97
Kepler-131 b,5685,1.03,1.02
Kepler-131 c,5685,1.03,1.02
Kepler-772 b,5685,1.23,0.91
Kepler-848 b,5685,1.35,1.04
HD 179079 b,5684,1.6,1.15
Kepler-337 b,5684,1.42,0.97
Kepler-337 b,5684,1.42,0.97
Kepler-337 b,5684,1.42,0.97
Kepler-337 c,5684,1.42,0.97
Kepler-337 c,5684,1.42,0.97
Kepler-337 c,5684,1.42,0.97
Kepler-575 b,5684,0.81,0.74
Kepler-575 b,5684,0.81,0.74
Kepler-575 b,5684,0.81,0.74
Kepler-575 b,5684,0.81,0.74
Kepler-789 b,5684,3.05,1.54
HD 220197 b,5683,0.98,0.91
Kepler-1125 b,5683,0.94,0.95
Kepler-337 b,5683,1.47,1.01
Kepler-337 c,5683,1.47,1.01
Kepler-359 b,5683,0.92,1.01
Kepler-359 b,5683,0.92,1.01
Kepler-359 c,5683,0.92,1.01
Kepler-359 c,5683,0.92,1.01
Kepler-359 d,5683,0.92,1.01
Kepler-473 b,5683,1.62,1.02
Kepler-473 b,5683,1.62,1.02
Kepler-473 b,5683,1.62,1.02
Kepler-597 b,5683,0.95,0.97
Kepler-96 b,5683,0.99,0.95
Kepler-1240 b,5682,0.96,0.98
Kepler-1262 b,5682,0.91,1.01
Kepler-273 b,5682,0.9,0.92
Kepler-273 c,5682,0.9,0.92
Kepler-399 b,5682,0.94,0.94
Kepler-399 c,5682,0.94,0.94
Kepler-399 d,5682,0.94,0.94
Kepler-903 b,5682,0.97,0.98
Kepler-903 c,5682,0.97,0.98
Kepler-1055 b,5681.94,0.87,1.01
Kepler-1055 b,5681.94,0.87,1.01
Kepler-782 b,5681.6,1.17,1.01
Kepler-782 b,5681.6,1.17,1.01
K2-224 b,5681,0.8,1.01
K2-224 c,5681,0.8,1.01
Kepler-1685 b,5681,0.92,1.04
Kepler-1685 b,5681,0.92,1.04
Kepler-1685 b,5681,0.92,1.04
Kepler-1685 b,5681,0.92,1.04
Kepler-363 b,5681,1.29,1.1
Kepler-363 c,5681,1.29,1.1
Kepler-363 d,5681,1.29,1.1
Kepler-799 b,5681,0.93,0.95
HAT-P-43 b,5680.35,1.11,1.01
HAT-P-28 b,5680,1.1,1.02
HAT-P-28 b,5680,1.1,1.02
Kepler-11 b,5680,1.1,0.95
Kepler-11 c,5680,1.1,0.95
Kepler-11 d,5680,1.1,0.95
Kepler-11 e,5680,1.1,0.95
Kepler-11 f,5680,1.1,0.95
Kepler-11 g,5680,1.1,0.95
Kepler-131 b,5680,1.02,0.98
Kepler-131 c,5680,1.02,0.98
Kepler-139 b,5680,1.12,1.05
Kepler-139 c,5680,1.12,1.05
Kepler-1645 b,5680,1.52,1.01
Kepler-17 b,5680,1.01,1.03
Kepler-484 b,5680,0.92,0.99
Kepler-797 b,5680,0.95,0.96
Kepler-1346 b,5679.72,1.02,1.01
HATS-8 b,5679,1.09,1.06
HATS-8 b,5679,1.09,1.06
Kepler-1028 b,5679,0.84,0.93
Kepler-1028 b,5679,0.84,0.93
Kepler-1028 b,5679,0.84,0.93
Kepler-1177 b,5679,0.97,0.94
Kepler-1273 b,5679,0.84,0.94
Kepler-1303 b,5679,1.03,1.01
Kepler-1369 b,5679,1.02,1.01
Kepler-1369 b,5679,1.02,1.01
Kepler-1463 b,5679,0.95,0.96
Kepler-1596 b,5679,1.7,1.01
Kepler-1596 b,5679,1.7,1.01
Kepler-1631 b,5679,0.95,0.97
Kepler-1674 b,5679,0.84,0.93
Kepler-1674 b,5679,0.84,0.93
Kepler-1674 b,5679,0.84,0.93
Kepler-170 b,5679,1.03,1.09
Kepler-170 c,5679,1.03,1.09
Kepler-215 b,5679,0.85,0.94
Kepler-215 c,5679,0.85,0.94
Kepler-215 d,5679,0.85,0.94
Kepler-215 e,5679,0.85,0.94
Kepler-648 b,5679,0.97,1.06
Kepler-723 b,5679,0.84,0.94
Kepler-829 b,5679,0.79,0.89
Kepler-948 b,5679,0.94,0.96
Kepler-1126 b,5678,0.92,0.79
Kepler-1530 b,5678,1.3,1.01
Kepler-1530 b,5678,1.3,1.01
Kepler-1530 b,5678,1.3,1.01
Kepler-1530 b,5678,1.3,1.01
Kepler-1530 c,5678,1.3,1.01
Kepler-1530 c,5678,1.3,1.01
Kepler-1530 c,5678,1.3,1.01
Kepler-1530 c,5678,1.3,1.01
Kepler-1588 b,5678,0.99,0.83
Kepler-1588 b,5678,0.99,0.83
Kepler-1588 b,5678,0.99,0.83
Kepler-1588 b,5678,0.99,0.83
Kepler-406 b,5678,0.97,1.04
Kepler-406 c,5678,0.97,1.04
Kepler-863 b,5678,0.95,0.96
Kepler-1444 b,5677.43,1.06,1.01
Kepler-1444 b,5677.43,1.06,1.01
K2-244 b,5677,0.92,0.86
Kepler-1372 b,5677,0.97,0.98
Kepler-1625 b,5677,0.94,0.96
Kepler-1693 b,5677,0.84,0.94
Kepler-215 b,5677,0.83,0.92
Kepler-215 c,5677,0.83,0.92
Kepler-215 d,5677,0.83,0.92
Kepler-215 e,5677,0.83,0.92
Kepler-591 b,5677,0.94,0.97
Kepler-822 b,5677,1.03,1.01
Kepler-1522 b,5676.14,1.15,1.01
Kepler-1522 b,5676.14,1.15,1.01
Kepler-10 b,5676,1.04,0.88
Kepler-10 c,5676,1.04,0.88
Kepler-1506 b,5676,0.93,0.95
Kepler-653 b,5676,1.28,1.06
Kepler-653 c,5676,1.28,1.06
Kepler-761 b,5676,0.82,0.86
Kepler-784 b,5676,1.49,1.02
WASP-126 b,5675.54,1.24,1.01
Kepler-1094 b,5675.41,1.27,1.01
Kepler-1094 b,5675.41,1.27,1.01
CoRoT-12 b,5675,1.12,1.08
CoRoT-12 b,5675,1.05,1.02
CoRoT-12 b,5675,1.12,1.08
HIP 67522 b,5675,1.38,1.22
K2-197 b,5675,0.91,0.97
Kepler-1440 b,5675,1.29,0.98
Kepler-1497 b,5675,0.95,0.96
Kepler-178 b,5675,1.04,0.86
Kepler-178 b,5675,1.04,0.86
Kepler-178 b,5675,1.04,0.86
Kepler-178 c,5675,1.04,0.86
Kepler-178 c,5675,1.04,0.86
Kepler-178 c,5675,1.04,0.86
Kepler-178 d,5675,1.04,0.86
Kepler-178 d,5675,1.04,0.86
Kepler-178 d,5675,1.04,0.86
Kepler-200 b,5675,0.92,0.88
Kepler-200 c,5675,0.92,0.88
Kepler-228 b,5675,1.18,1.01
Kepler-228 c,5675,1.18,1.01
Kepler-228 c,5675,1.18,1.01
Kepler-228 d,5675,1.18,1.01
Kepler-228 d,5675,1.18,1.01
Kepler-281 b,5675,0.84,0.94
Kepler-281 c,5675,0.84,0.94
WASP-135 b,5675,0.96,0.98
Kepler-1576 b,5674.51,0.96,1.01
Kepler-710 b,5674.41,1.4,1.01
Kepler-710 b,5674.41,1.4,1.01
Kepler-500 b,5674.12,1.18,1.01
Kepler-500 b,5674.12,1.18,1.01
Kepler-1078 b,5674,0.78,0.85
Kepler-1078 b,5674,0.78,0.85
Kepler-1078 b,5674,0.78,0.85
Kepler-1122 b,5674,0.86,0.95
Kepler-1122 b,5674,0.86,0.95
Kepler-1122 b,5674,0.86,0.95
Kepler-1312 b,5674,0.78,0.85
Kepler-1312 b,5674,0.78,0.85
Kepler-1312 b,5674,0.78,0.85
Kepler-1334 b,5674,1.07,1.01
Kepler-1334 b,5674,1.07,1.01
Kepler-170 b,5674,1.03,1.09
Kepler-170 c,5674,1.03,1.09
Kepler-178 b,5674,1.05,0.89
Kepler-178 c,5674,1.05,0.89
